,Temperature,Humidity,Wind Speed,Precipitation (%),Atmospheric Pressure,UV Index,Visibility (km),cloud_cover_code,season_code,location_code,weather_code
3172,-2.0,61,7.0,92.0,997.44,0,5.0,2,3,2,2
7316,28.0,75,10.5,39.0,1016.35,2,8.0,3,2,1,0
1077,40.0,27,4.0,6.0,1015.34,7,8.5,0,3,0,3
10414,-19.0,41,8.0,11.0,1172.03,7,6.0,3,0,0,2
5007,2.0,66,0.5,55.0,982.71,0,4.5,2,3,1,2
5743,30.0,65,10.0,27.0,1019.71,2,6.5,2,1,0,0
7291,81.0,76,6.5,80.0,1029.69,1,8.0,0,2,0,3
4750,20.0,58,7.0,30.0,1000.77,3,8.0,2,1,1,0
212,31.0,100,15.0,90.0,1019.98,8,5.0,0,2,0,3
6449,14.0,69,14.5,16.0,1013.48,3,6.5,2,3,2,0
4718,24.0,91,15.5,89.0,991.1,0,1.5,2,3,1,1
3969,18.0,64,16.5,92.0,990.52,0,3.0,2,3,0,1
8159,18.0,70,6.0,67.0,990.87,3,3.5,2,1,1,1
4313,33.0,53,3.0,13.0,1014.95,8,7.5,0,2,0,3
6067,31.0,56,1.0,68.0,920.85,14,8.0,3,0,2,0
12424,31.0,27,10.0,1.0,1027.32,5,7.5,0,1,1,3
9001,-3.0,71,1.5,74.0,999.93,1,1.0,2,3,2,2
5561,32.0,34,1.0,12.0,1015.74,7,8.0,0,3,2,3
9305,2.0,99,12.0,76.0,984.42,0,3.5,2,3,2,2
3413,23.0,76,9.5,38.0,1002.62,3,6.0,3,2,2,0
5115,36.0,33,9.0,0.0,1025.49,11,5.5,0,1,0,3
5691,26.0,61,13.5,25.0,1000.09,3,6.5,2,2,2,0
5764,28.0,76,2.0,23.0,1011.16,1,7.5,3,3,2,0
7571,22.0,71,7.5,70.0,1006.26,3,4.0,2,0,1,1
8551,12.0,64,11.0,29.0,1015.4,1,6.0,3,3,2,0
2670,-5.0,92,11.5,72.0,986.27,0,3.0,2,3,2,2
3687,23.0,76,2.0,37.0,1011.72,1,5.5,2,3,2,0
4120,-4.0,71,1.0,89.0,997.63,1,2.0,3,3,1,2
528,-16.0,98,4.5,73.0,994.1,0,0.0,2,3,1,2
776,30.0,60,12.0,14.0,1009.05,1,6.0,2,0,2,0
2255,26.0,69,4.5,44.0,1013.71,3,8.0,2,1,1,0
8502,-10.0,89,19.5,78.0,987.66,0,4.5,2,3,1,2
13195,10.0,74,14.5,71.0,1003.15,1,1.0,2,2,2,1
4253,0.0,94,9.0,53.0,984.25,0,5.0,2,3,1,2
6216,22.0,86,9.5,52.0,1010.08,3,3.0,3,1,1,1
4607,42.0,25,3.5,7.0,1019.51,11,5.0,0,2,0,3
5597,-9.0,88,16.5,86.0,991.89,1,2.0,2,3,1,2
4473,18.0,67,13.5,48.0,1006.72,4,5.5,3,3,2,0
5923,18.0,99,47.5,108.0,1003.25,11,1.5,2,0,0,1
3866,60.0,104,24.5,78.0,996.49,9,1.5,2,3,1,1
12781,32.0,96,8.0,62.0,1018.06,3,2.5,3,1,0,1
8433,26.0,73,14.0,43.0,1014.64,2,7.5,3,1,2,0
2638,-4.0,96,7.5,93.0,990.87,1,5.0,2,3,2,2
11715,25.0,44,7.5,16.0,1017.29,10,6.0,3,0,1,3
11612,29.0,76,7.0,65.0,1011.84,3,1.0,2,2,1,1
1620,19.0,65,3.0,41.0,1012.48,2,6.5,2,1,1,0
6333,-14.0,56,14.0,71.0,982.96,1,8.5,1,3,0,0
3663,21.0,41,2.5,18.0,1012.67,8,9.0,3,2,1,3
10688,57.0,77,26.0,76.0,1006.59,0,2.0,3,2,0,1
6088,-5.0,66,1.0,97.0,990.5,0,2.0,2,3,1,2
7312,20.0,78,1.5,59.0,930.74,9,16.5,3,3,0,1
7598,40.0,41,6.0,5.0,1018.67,11,9.0,0,3,2,3
8883,-9.0,98,10.5,73.0,989.47,1,4.5,2,3,1,2
7270,11.0,95,5.5,65.0,997.77,2,4.0,3,0,0,1
1660,-10.0,71,12.5,67.0,992.89,0,4.0,3,3,2,2
12000,29.0,71,10.0,64.0,1009.65,0,2.5,3,3,1,1
12135,-7.0,98,4.0,81.0,996.39,0,3.5,2,3,1,2
3407,-4.0,94,9.0,65.0,988.34,1,3.5,2,3,2,2
5074,-5.0,72,7.5,96.0,981.36,0,3.5,2,3,2,2
6550,25.0,49,2.0,71.0,973.42,4,0.0,3,2,0,0
3051,30.0,21,7.5,1.0,1011.23,9,6.0,0,3,0,3
9376,27.0,50,4.5,10.0,1012.9,6,10.0,3,2,0,3
9998,11.0,88,22.5,77.0,1028.97,11,7.0,0,2,2,3
10346,33.0,32,1.0,9.0,1021.14,9,5.0,0,0,1,3
12311,44.0,42,5.5,12.0,1021.99,6,5.5,0,3,0,3
3531,-5.0,79,9.5,72.0,990.42,1,2.5,2,3,2,2
5206,10.0,91,11.0,99.0,996.03,0,4.0,2,3,1,1
9208,-4.0,66,20.0,70.0,981.78,1,4.5,3,3,2,2
11982,28.0,97,8.0,67.0,1009.78,2,1.5,2,2,0,1
8497,23.0,93,17.0,83.0,1000.03,2,4.5,2,0,0,1
6452,1.0,91,14.0,52.0,984.77,1,2.0,2,3,1,2
11235,12.0,73,12.5,93.0,1001.51,2,4.5,2,0,0,1
5704,71.0,101,26.0,78.0,1018.54,11,6.0,3,0,1,0
5402,33.0,66,5.5,48.0,1002.33,4,5.5,3,3,1,0
5512,34.0,70,6.0,69.0,922.46,3,6.0,1,2,0,2
8861,33.0,41,4.0,19.0,1022.01,11,8.5,0,0,1,3
1638,31.0,44,5.5,83.0,925.06,12,8.0,2,0,2,2
12316,16.0,54,2.0,16.0,1004.26,4,7.5,3,1,1,0
5603,32.0,75,14.0,10.0,1009.31,2,6.0,2,0,0,0
1679,46.0,24,9.5,81.0,926.59,0,12.5,3,2,1,1
11042,31.0,60,3.5,21.0,1006.41,2,6.0,2,2,1,0
6148,18.0,70,4.0,93.0,969.49,11,10.0,1,3,1,1
4762,24.0,70,5.0,41.0,1016.68,1,8.0,3,0,0,0
6826,0.0,104,10.5,94.0,999.07,0,1.5,2,3,1,2
8260,26.0,77,6.0,55.0,1080.02,1,14.5,3,1,2,3
11179,21.0,56,8.0,28.0,1019.87,4,6.5,3,1,1,0
6355,29.0,34,6.0,11.0,1015.86,8,6.5,0,0,2,3
8926,27.0,60,8.0,22.0,1002.22,2,6.0,2,2,2,0
11069,2.0,66,4.0,54.0,992.55,0,3.5,2,3,1,2
926,31.0,92,4.0,99.0,1010.9,14,4.5,3,0,0,3
4819,-1.0,79,4.0,98.0,1081.43,13,6.0,2,1,0,1
9539,32.0,31,1.5,1.0,1022.53,10,6.5,0,2,2,3
12166,28.0,79,13.0,21.0,1008.35,4,6.0,2,1,2,0
9140,25.0,78,9.0,75.0,1147.28,12,7.5,2,3,1,3
6319,32.0,60,3.5,43.0,1005.35,6,17.0,3,0,2,3
7366,36.0,54,5.0,7.0,1022.82,7,10.0,3,1,2,3
4561,-8.0,67,14.5,67.0,991.8,0,1.5,2,3,2,2
11255,15.0,75,10.5,20.0,1007.76,1,5.0,2,3,0,0
2103,-20.0,99,30.5,92.0,993.27,10,2.0,2,3,2,2
2892,14.0,76,16.5,96.0,993.09,2,5.0,3,3,0,1
349,0.0,82,17.0,50.0,988.71,1,4.5,2,3,2,2
4168,42.0,44,5.5,3.0,1011.33,11,5.0,0,0,0,3
3068,1.0,70,3.5,62.0,986.83,1,4.5,2,3,2,2
6930,-2.0,67,2.0,98.0,998.14,0,4.0,2,3,1,2
7493,-8.0,70,18.5,96.0,998.76,0,3.0,2,3,1,2
9109,-7.0,84,13.0,92.0,982.7,1,2.0,2,3,2,2
8674,23.0,51,14.0,35.0,1008.02,2,5.5,2,1,1,0
2658,4.0,93,6.0,57.0,983.35,1,3.0,2,3,1,2
6397,-12.0,98,26.0,88.0,996.82,5,1.0,3,3,1,2
9223,-4.0,70,0.5,54.0,991.22,0,2.5,2,3,2,2
9606,43.0,34,10.5,56.0,868.69,13,5.0,2,3,2,1
3353,75.0,104,5.5,87.0,1011.7,6,13.0,0,2,0,3
1439,25.0,94,13.5,99.0,1005.95,10,1.5,2,1,2,0
8678,37.0,53,8.0,4.0,1026.89,11,8.5,0,2,2,3
2447,-10.0,67,15.0,58.0,990.84,1,1.0,2,3,2,2
5536,39.0,59,8.0,13.0,1017.07,9,7.5,3,2,2,3
4141,17.0,65,11.0,37.0,1017.68,4,8.5,3,2,0,0
8014,33.0,48,3.0,13.0,1011.74,11,9.5,0,2,0,3
8048,27.0,76,7.0,23.0,1187.46,7,15.5,2,0,0,2
5856,29.0,59,8.5,46.0,1013.21,1,7.0,3,2,2,0
9886,26.0,71,0.5,13.0,1009.72,1,7.0,3,0,2,0
7788,1.0,76,0.5,85.0,989.7,1,4.0,2,3,1,2
6750,24.0,62,7.0,40.0,1009.39,1,8.5,2,1,1,0
7263,-6.0,90,13.5,94.0,988.68,0,3.5,2,3,1,2
905,29.0,71,21.0,86.0,1013.77,12,6.5,3,3,1,0
13102,15.0,89,8.5,80.0,1010.68,6,5.5,3,0,1,0
10928,-3.0,88,19.5,53.0,995.84,1,4.0,2,3,2,2
13144,13.0,69,11.0,32.0,1003.45,1,7.0,3,2,0,0
6008,37.0,31,3.0,4.0,1015.11,10,9.0,0,0,0,3
2742,21.0,66,8.0,52.0,1003.77,0,2.0,2,2,1,1
5838,-9.0,75,11.0,65.0,984.16,1,5.0,2,3,1,2
12054,20.0,53,8.0,19.0,1014.95,2,8.0,3,3,1,0
5486,4.0,95,12.5,73.0,983.52,0,1.0,2,3,1,2
8791,39.0,44,6.5,14.0,1022.23,10,8.5,0,1,2,3
12619,25.0,81,32.5,86.0,1009.6,7,7.5,3,1,1,0
941,11.0,61,11.5,99.0,994.58,1,4.0,2,2,2,1
9708,22.0,70,10.0,71.0,1002.73,1,4.5,2,2,0,1
7951,39.0,36,8.5,87.0,1076.76,2,10.5,1,1,1,1
7760,23.0,93,8.0,98.0,1017.48,1,3.5,3,0,2,1
7150,0.0,67,14.5,87.0,997.12,0,1.5,3,3,2,2
2482,-5.0,69,12.5,83.0,981.49,1,3.0,2,3,1,2
2911,23.0,56,3.5,24.0,1000.82,2,9.0,2,0,1,0
7453,18.0,52,9.5,48.0,1005.34,3,7.0,3,0,1,0
4637,32.0,51,0.0,28.0,1000.21,1,5.5,3,3,1,0
10773,4.0,90,0.5,69.0,985.32,0,1.5,3,3,2,2
5016,10.0,100,27.5,89.0,1017.92,7,7.0,3,0,2,0
3516,-6.0,93,2.5,89.0,996.32,1,2.0,3,3,2,2
6247,-8.0,96,18.5,98.0,980.43,0,4.0,3,3,1,2
6802,24.0,53,2.5,71.0,879.71,5,2.5,1,2,2,3
3942,23.0,81,5.5,88.0,1013.33,3,2.5,3,3,1,1
5643,4.0,99,9.0,77.0,981.23,0,4.0,3,3,1,2
12557,23.0,75,2.5,11.0,1012.14,4,8.0,3,3,0,0
12131,18.0,57,11.0,41.0,1018.1,3,9.0,3,1,0,0
2258,37.0,98,14.5,108.0,1004.23,4,8.0,3,3,0,0
9582,40.0,26,6.5,4.0,1021.59,6,9.5,3,1,2,3
5698,15.0,67,14.5,37.0,1008.8,3,7.0,3,3,0,0
10864,31.0,64,7.5,70.0,1019.87,1,1.5,3,1,0,1
1883,1.0,84,1.0,72.0,989.89,0,4.5,2,3,2,2
2384,11.0,88,15.5,82.0,992.52,0,3.0,2,1,2,1
10680,15.0,73,4.5,31.0,1010.84,3,6.5,3,1,1,0
4541,-5.0,70,25.0,70.0,988.49,12,4.0,2,3,1,2
10615,-7.0,67,1.0,96.0,981.04,0,3.5,2,3,1,2
12541,32.0,95,5.5,102.0,1018.34,11,8.5,3,0,1,0
3367,20.0,60,3.0,37.0,1014.72,3,6.0,2,3,2,0
8797,30.0,76,10.0,41.0,1005.59,3,5.5,2,2,2,0
4765,14.0,96,19.0,78.0,1014.75,0,4.5,3,1,2,1
1617,-10.0,80,17.0,84.0,980.93,1,2.5,2,3,2,2
11356,22.0,82,7.5,67.0,1013.04,0,4.0,2,1,2,1
4582,-5.0,71,8.0,94.0,825.1,11,1.0,1,0,2,1
7787,33.0,76,8.5,68.0,995.77,3,5.0,3,1,2,1
12627,16.0,90,13.0,81.0,1000.72,2,2.0,2,0,0,1
8931,40.0,46,1.5,14.0,1029.69,9,7.5,0,1,2,3
515,16.0,103,17.5,95.0,1004.72,12,1.5,2,0,0,0
8698,-5.0,92,13.5,65.0,992.21,0,4.5,2,3,1,2
7221,49.0,79,13.0,77.0,973.61,5,5.0,2,3,0,0
9668,40.0,59,1.5,12.0,1019.86,9,9.0,0,1,0,3
9253,26.0,71,17.0,92.0,1006.12,3,4.0,2,2,0,1
10839,31.0,38,2.0,16.0,1025.16,7,8.5,0,1,2,3
6257,3.0,63,16.0,50.0,988.02,0,4.5,2,3,1,2
11357,38.0,30,9.0,1.0,1013.57,5,5.5,0,2,0,3
1386,4.0,62,4.5,95.0,872.6,2,10.0,2,1,1,1
12094,31.0,77,7.5,90.0,1005.27,1,2.5,2,1,0,1
7922,4.0,68,4.5,54.0,984.57,1,2.5,2,3,2,2
4410,14.0,69,14.5,29.0,1018.81,2,9.0,2,0,0,0
12740,27.0,27,1.0,12.0,1010.11,7,8.0,0,2,1,3
12384,-2.0,58,3.0,81.0,835.37,6,3.0,3,2,0,0
1266,27.0,79,3.5,18.0,1003.54,1,6.5,3,3,1,0
2347,33.0,71,11.5,42.0,1006.67,1,8.0,3,3,0,0
8946,20.0,84,5.5,108.0,1015.68,2,8.5,3,0,0,3
5640,20.0,50,5.5,84.0,899.44,8,7.5,2,0,2,0
8347,-10.0,63,7.5,12.0,864.11,5,8.0,2,0,1,1
12585,-3.0,90,21.5,81.0,983.76,13,0.5,3,3,1,2
580,13.0,60,5.5,31.0,1019.03,2,5.5,2,1,1,0
925,4.0,60,17.0,76.0,991.03,1,5.0,2,3,2,2
2123,-3.0,64,17.5,98.0,992.83,0,1.5,2,3,2,2
4347,48.0,39,7.5,99.0,914.64,2,15.0,3,3,0,3
2883,-12.0,84,23.0,100.0,996.59,0,6.5,2,3,1,2
11204,23.0,29,3.0,0.0,1019.61,6,9.5,0,0,0,3
9576,20.0,50,11.5,43.0,1013.21,1,6.0,3,3,2,0
4866,18.0,83,10.5,66.0,1017.63,0,2.0,2,3,0,1
3928,29.0,76,11.0,44.0,1017.03,2,6.5,2,3,2,0
10390,-8.0,82,9.0,79.0,997.79,1,2.0,2,3,1,2
8887,-10.0,73,7.5,98.0,989.12,1,2.5,2,3,2,2
12510,-8.0,82,6.5,53.0,987.08,0,2.5,2,3,1,2
380,24.0,79,12.0,12.0,1013.39,3,6.0,3,1,0,0
6591,27.0,33,8.5,0.0,1010.72,11,5.5,0,3,2,3
10493,48.0,79,3.0,74.0,1194.59,12,1.0,2,2,1,0
3028,-9.0,69,3.0,90.0,986.24,0,1.5,2,3,2,2
7783,-19.0,35,14.5,54.0,962.88,6,0.5,2,3,0,2
11184,38.0,58,8.0,19.0,1019.69,6,7.5,0,1,2,3
756,23.0,57,12.5,21.0,1008.93,2,8.0,2,0,2,0
5538,36.0,65,7.5,1.0,1026.61,8,9.5,0,1,2,3
12532,34.0,42,4.0,6.0,1023.9,11,9.0,3,0,2,3
1946,34.0,42,3.5,18.0,1027.21,11,7.5,0,2,0,3
2527,33.0,79,9.5,57.0,991.05,3,2.0,2,3,1,1
10547,-1.0,65,19.5,71.0,998.83,1,1.0,3,3,2,2
5469,1.0,93,17.5,108.0,991.62,4,3.5,2,3,1,2
12685,34.0,64,8.5,19.0,1010.68,2,7.0,3,2,1,0
10368,30.0,67,6.0,73.0,1146.15,11,16.5,2,1,2,0
1165,11.0,73,5.5,65.0,1015.14,2,1.0,2,3,0,1
523,34.0,45,7.0,8.0,1019.45,9,7.0,0,3,1,3
3448,-4.0,92,18.5,70.0,982.16,0,4.0,2,3,1,2
6526,42.0,27,8.0,13.0,804.0,14,19.5,1,2,2,2
3445,17.0,73,7.0,45.0,1018.89,2,5.5,3,2,1,0
3804,40.0,61,9.0,4.0,1017.38,11,8.5,0,2,2,3
1384,12.0,50,3.5,25.0,1016.78,1,6.0,2,2,1,0
11708,-1.0,75,11.0,94.0,992.22,1,3.5,2,3,1,2
11704,25.0,96,15.5,62.0,992.18,3,3.0,2,1,1,1
5771,-10.0,98,12.0,91.0,981.61,0,1.5,3,3,1,2
894,49.0,34,3.0,64.0,1118.38,9,5.0,2,0,0,3
2495,-1.0,108,22.0,106.0,996.16,12,2.5,2,3,2,2
12690,17.0,77,14.5,58.0,996.07,2,2.0,2,2,0,1
6960,29.0,80,6.5,97.0,1006.74,2,4.0,2,0,2,1
2518,0.0,68,12.5,74.0,990.32,1,1.5,2,3,2,2
132,20.0,95,16.0,91.0,1016.14,0,2.5,2,2,2,1
3711,-6.0,92,17.5,84.0,999.62,0,4.0,3,3,2,2
3089,39.0,54,1.5,17.0,1016.75,9,5.5,0,1,2,3
11374,30.0,63,0.0,48.0,1007.46,3,9.0,3,3,0,0
2958,107.0,78,8.5,106.0,1024.65,4,11.0,0,3,0,3
12745,3.0,75,14.5,71.0,987.78,1,2.0,2,3,2,2
10080,34.0,51,3.5,28.0,1008.6,2,5.0,3,0,0,0
5726,-10.0,98,9.0,81.0,981.8,1,3.0,2,3,2,2
6133,20.0,69,0.5,49.0,1019.58,1,6.5,3,1,2,0
12053,15.0,85,9.5,81.0,996.57,2,1.5,2,1,0,1
6035,-5.0,63,15.0,44.0,948.41,3,1.5,2,0,1,3
5986,-5.0,89,1.5,89.0,986.05,1,4.0,2,3,1,2
7857,13.0,89,19.0,75.0,1016.18,2,2.5,2,1,0,1
12672,61.0,109,32.0,93.0,990.26,7,1.0,3,0,1,1
6366,11.0,55,5.0,11.0,1019.15,2,7.0,3,0,2,0
1924,38.0,26,6.5,15.0,1013.49,6,9.0,0,3,1,3
5826,20.0,74,8.0,92.0,1011.58,2,3.5,2,2,1,1
8578,20.0,76,14.0,73.0,1002.76,1,4.0,2,0,0,1
10105,-1.0,76,11.0,76.0,986.56,0,2.0,3,3,1,2
9951,58.0,93,9.0,103.0,1012.64,9,5.0,0,3,0,3
10131,3.0,66,5.5,67.0,997.35,0,4.0,2,3,2,2
7317,24.0,62,9.5,20.0,1019.57,4,7.5,3,1,0,0
6521,32.0,63,11.5,81.0,1018.15,1,5.0,2,1,0,1
2942,-7.0,96,15.0,81.0,981.53,0,4.0,2,3,2,2
5275,33.0,55,3.5,25.0,1016.51,1,7.0,3,2,2,0
9399,-3.0,24,11.0,95.0,954.12,6,19.5,2,1,1,1
1453,-4.0,67,5.5,62.0,987.01,1,4.5,2,3,2,2
6830,33.0,23,0.5,9.0,1029.52,11,7.0,0,0,0,3
3575,34.0,91,15.5,50.0,1002.95,1,4.5,2,3,0,1
1573,25.0,109,21.0,80.0,1014.22,0,8.0,3,0,1,0
3603,15.0,72,8.5,78.0,1010.21,0,3.5,2,3,2,1
11108,25.0,76,15.5,80.0,1006.95,2,9.5,2,1,2,0
4430,24.0,74,12.0,45.0,1013.18,3,6.0,2,1,0,0
6009,17.0,63,9.0,99.0,1001.36,3,2.0,2,3,1,1
11878,14.0,79,9.0,75.0,1003.71,1,2.0,2,1,0,1
10715,1.0,62,9.0,92.0,994.45,1,1.0,3,3,2,2
1686,12.0,97,13.0,60.0,1019.8,0,3.0,2,3,0,1
10119,31.0,80,10.0,52.0,1014.84,2,4.0,2,1,1,1
8258,1.0,94,12.5,65.0,997.86,0,4.5,2,3,2,2
8605,30.0,56,1.0,10.0,1001.91,3,7.0,3,3,1,0
6601,30.0,70,16.0,53.0,1004.4,1,4.5,3,3,0,1
11386,39.0,20,4.0,6.0,1012.73,9,8.0,0,2,1,3
12905,3.0,74,10.0,40.0,1139.11,14,2.0,1,3,0,1
9939,29.0,88,5.0,82.0,997.72,2,1.0,3,2,1,1
12244,18.0,71,14.5,19.0,1012.02,1,5.5,2,2,1,0
9541,22.0,38,5.0,15.0,1017.88,6,7.5,0,1,2,3
6001,18.0,57,2.5,22.0,1003.67,2,8.5,3,2,0,0
3771,0.0,95,10.0,87.0,997.83,1,2.5,2,3,1,2
7584,-1.0,21,5.5,42.0,858.33,10,1.0,2,2,0,1
963,25.0,62,6.0,8.0,1020.8,10,9.5,0,0,1,3
7252,30.0,52,6.5,19.0,1022.13,9,5.5,0,2,1,3
12229,70.0,71,19.0,99.0,1017.47,8,5.0,3,0,0,0
11256,29.0,103,9.5,86.0,1004.85,2,2.0,2,0,2,1
10028,0.0,31,0.5,60.0,1133.57,12,7.0,3,3,2,2
269,25.0,57,3.5,0.0,1016.85,10,8.5,3,2,1,3
1935,22.0,91,11.0,55.0,1001.55,3,4.5,2,2,2,1
8223,24.0,46,3.5,11.0,1017.92,5,7.5,0,2,1,3
7682,75.0,80,2.5,95.0,1021.55,9,10.5,0,0,0,3
7293,19.0,33,14.0,18.0,1091.81,6,10.5,1,3,2,0
9908,-3.0,99,15.0,98.0,999.92,0,1.0,2,3,1,2
3721,34.0,94,17.0,88.0,1005.87,5,6.0,3,0,1,0
1111,22.0,49,0.0,10.0,1023.31,10,6.5,0,2,1,3
1045,33.0,46,2.5,11.0,1021.87,6,6.0,3,0,2,3
1743,46.0,38,8.0,39.0,804.35,10,14.0,2,3,1,3
4249,43.0,41,1.0,0.0,1029.63,6,8.0,3,1,2,3
1651,11.0,72,1.0,46.0,1015.33,2,5.0,2,3,0,0
27,40.0,57,4.0,12.0,1020.73,11,9.5,3,3,0,3
2859,30.0,62,10.5,93.0,1003.56,2,3.0,2,0,1,1
1348,-17.0,58,12.5,86.0,999.82,2,16.5,2,1,0,1
11809,16.0,77,13.5,34.0,1001.51,3,8.5,3,2,2,0
2675,-5.0,88,14.5,53.0,985.74,1,4.5,2,3,2,2
4244,39.0,37,3.0,4.0,1020.17,6,5.5,0,3,2,3
10178,4.0,88,8.0,53.0,985.4,0,1.5,2,3,2,2
3639,-1.0,70,10.5,51.0,988.73,1,1.5,3,3,2,2
11719,1.0,89,5.5,66.0,997.06,1,4.0,3,3,2,2
5867,40.0,69,4.0,4.0,1015.21,9,8.0,0,3,0,3
1056,-7.0,82,18.5,55.0,992.44,0,1.0,3,3,1,2
156,31.0,86,13.5,78.0,999.25,3,4.0,2,3,1,1
9794,18.0,78,10.5,19.0,1018.58,2,5.0,3,0,1,0
384,70.0,71,6.5,89.0,1028.88,6,5.0,0,0,2,3
8429,11.0,54,6.0,42.0,1011.56,1,5.5,3,0,2,0
10165,21.0,69,15.5,83.0,993.11,2,3.0,2,3,2,1
1486,-8.0,86,19.5,97.0,980.75,1,1.0,2,3,1,2
3396,34.0,73,6.5,92.0,991.93,1,5.0,2,2,1,1
521,38.0,40,5.0,11.0,1010.5,9,9.5,0,0,0,3
10636,1.0,89,10.0,80.0,990.69,1,3.0,2,3,2,2
12888,35.0,40,9.0,37.0,1097.93,11,7.5,1,3,2,3
9524,20.0,63,7.5,42.0,1005.19,1,8.5,3,1,2,0
4198,-1.0,74,15.5,90.0,983.35,0,4.0,2,3,1,2
11740,2.0,108,16.5,80.0,998.62,10,1.5,2,3,2,2
4296,-12.0,43,15.0,84.0,830.69,8,17.5,2,2,0,1
4999,33.0,79,9.0,57.0,996.99,3,1.5,2,3,2,1
7856,39.0,58,1.5,10.0,1020.14,5,9.0,3,3,2,3
2055,-4.0,97,15.0,51.0,994.13,0,2.0,2,3,1,2
8996,7.0,95,20.0,90.0,1019.37,4,4.0,3,1,2,0
1687,-4.0,94,16.0,85.0,981.71,1,2.5,2,3,1,2
6499,36.0,55,1.0,19.0,1024.47,10,8.5,0,1,2,3
352,13.0,75,0.5,33.0,1006.64,1,8.0,2,1,2,0
9143,19.0,81,15.0,69.0,1018.7,2,4.0,3,0,2,1
9540,38.0,103,31.5,72.0,1007.65,11,6.5,2,2,1,0
6404,13.0,98,11.5,54.0,997.12,3,3.0,2,0,0,1
10977,-5.0,86,8.5,80.0,987.56,1,4.5,2,3,1,2
8498,-2.0,88,18.0,73.0,992.49,1,5.0,2,3,1,2
6237,30.0,56,2.5,18.0,1025.68,7,8.5,0,3,2,3
5388,38.0,24,10.0,17.0,1029.06,7,5.0,0,2,0,3
223,27.0,83,16.0,53.0,1003.68,1,2.5,2,2,0,1
6382,-6.0,40,7.5,79.0,1078.03,3,14.5,2,1,2,2
4395,55.0,85,20.5,77.0,1017.97,13,2.0,2,1,2,1
6322,40.0,52,10.0,2.0,1010.31,11,7.5,0,0,0,3
3656,10.0,68,18.5,50.0,994.73,2,4.5,2,2,0,1
1747,1.0,91,11.0,80.0,981.37,0,3.0,2,3,1,2
2539,32.0,65,11.5,58.0,1006.27,3,3.5,2,2,1,1
3390,42.0,90,41.0,89.0,1003.01,6,4.0,2,1,0,1
5587,13.0,78,8.0,59.0,1003.42,1,1.0,2,0,1,1
1806,-3.0,62,5.5,96.0,985.36,0,1.5,2,3,1,2
9400,6.0,82,28.0,91.0,990.96,13,0.5,2,3,1,2
5965,26.0,102,11.0,79.0,1014.49,5,3.5,0,2,1,3
5381,22.0,59,12.0,46.0,1009.4,2,7.5,3,0,2,0
9561,63.0,89,28.0,99.0,1007.06,2,1.0,3,1,2,1
4609,-25.0,105,29.0,106.0,980.86,1,2.5,2,3,2,2
10048,-8.0,60,10.0,96.0,999.01,0,4.0,2,3,1,2
12956,-8.0,77,16.0,85.0,980.3,1,1.5,2,3,2,2
12507,-2.0,85,8.5,55.0,999.3,1,1.5,2,3,2,2
12751,10.0,50,4.5,36.0,1008.35,4,8.0,3,1,1,0
6246,-9.0,88,17.5,77.0,983.66,0,3.0,3,3,1,2
6442,-8.0,68,5.5,80.0,990.74,1,3.0,2,3,2,2
6926,20.0,77,9.0,21.0,1014.53,1,7.5,2,2,2,0
3907,1.0,64,6.5,63.0,993.53,1,3.5,2,3,1,2
12688,18.0,98,17.5,95.0,1016.79,1,4.5,3,1,2,1
10923,25.0,97,21.5,90.0,1007.81,1,1.0,3,0,1,1
7145,26.0,78,17.0,67.0,1002.58,3,4.0,2,2,1,1
4767,32.0,75,9.5,15.0,1011.6,2,5.0,3,1,2,0
5291,24.0,63,18.0,73.0,994.19,2,2.5,2,1,0,1
2635,41.0,36,1.0,85.0,1024.7,11,18.5,3,0,1,0
6414,41.0,71,11.0,31.0,947.36,2,8.0,1,2,1,3
1715,16.0,85,19.5,52.0,995.61,2,3.0,2,0,0,1
7897,-8.0,97,16.0,69.0,986.16,1,4.0,2,3,2,2
4026,-6.0,64,18.5,85.0,995.3,1,1.5,2,3,1,2
10552,0.0,72,11.5,10.0,951.01,6,7.5,2,2,2,3
9947,0.0,76,0.5,71.0,996.17,0,1.5,2,3,1,2
4252,40.0,51,6.5,13.0,1028.54,5,9.5,3,3,0,3
6038,15.0,68,5.5,73.0,997.04,3,3.5,2,0,2,1
2083,15.0,74,14.0,86.0,1017.49,3,4.0,3,0,2,1
12822,-4.0,94,1.5,67.0,998.68,0,5.0,2,3,1,2
12551,34.0,75,3.0,17.0,1019.39,1,8.5,2,2,2,0
6143,3.0,96,16.0,80.0,995.24,1,4.0,2,3,1,2
6415,2.0,91,2.5,51.0,996.72,0,1.5,2,3,2,2
1381,-7.0,63,19.0,70.0,999.25,0,4.5,2,3,1,2
1593,37.0,66,6.0,11.0,1029.68,9,10.0,0,0,1,3
5260,-4.0,94,9.0,74.0,989.91,0,3.0,2,3,2,2
1863,-6.0,88,0.0,92.0,983.02,0,1.5,2,3,2,2
3362,21.0,65,5.5,82.0,1170.94,6,3.5,2,0,2,0
11073,-4.0,83,6.0,76.0,988.78,1,3.0,3,3,2,2
2493,19.0,80,26.5,70.0,1004.28,7,3.0,3,2,0,1
2158,17.0,71,18.0,98.0,1015.84,3,4.0,3,2,0,1
