,Temperature,Humidity,Wind Speed,Precipitation (%),Atmospheric Pressure,UV Index,Visibility (km),cloud_cover_code,season_code,location_code,weather_code
12642,10.0,85,12.5,53.0,992.76,3,1.5,2,3,2,1
3213,-6.0,62,19.0,74.0,999.22,0,4.5,2,3,2,2
8513,26.0,108,16.5,72.0,1010.72,8,2.5,3,2,2,1
2943,44.0,33,3.5,13.0,1026.66,10,9.5,3,2,1,3
2568,25.0,62,15.0,27.0,1017.1,2,8.5,3,3,2,0
11927,11.0,65,14.5,65.0,1009.85,3,1.5,2,0,1,1
6767,35.0,29,0.0,3.0,1021.91,7,9.5,0,3,1,3
7512,-4.0,26,11.0,87.0,888.35,4,16.0,1,2,2,3
1589,25.0,51,7.0,18.0,1028.26,8,9.5,0,0,1,3
8422,48.0,76,2.5,17.0,1043.58,3,14.5,3,2,1,1
3152,12.0,50,3.5,32.0,1007.37,2,7.0,3,3,1,0
9590,67.0,107,2.0,73.0,1012.98,12,5.5,0,2,0,3
3795,26.0,71,2.0,38.0,1002.85,2,8.0,3,1,1,0
12390,33.0,90,18.5,68.0,994.03,0,4.5,3,3,0,1
3405,12.0,76,0.5,15.0,1008.33,1,6.0,3,0,0,0
13189,24.0,49,7.5,11.0,1022.86,7,9.5,0,2,1,3
6688,72.0,82,4.0,70.0,1015.49,7,5.0,0,1,1,3
6357,24.0,41,3.5,1.0,1021.36,10,6.0,0,3,1,3
4724,19.0,102,9.0,96.0,1021.07,2,1.0,0,3,1,3
4892,25.0,32,1.0,19.0,1020.17,7,8.5,0,3,2,3
529,31.0,29,7.0,16.0,1023.21,5,7.0,3,1,0,3
10908,3.0,78,18.0,76.0,999.36,0,3.5,2,3,2,2
9384,38.0,62,2.5,10.0,1023.64,11,6.0,0,2,2,3
715,32.0,71,14.0,24.0,1000.28,4,6.0,3,2,2,0
9075,-4.0,78,8.5,60.0,981.92,1,4.5,2,3,2,2
8614,48.0,69,1.5,30.0,992.72,10,13.0,3,3,0,0
207,28.0,77,4.5,68.0,1175.6,14,0.0,3,0,0,2
12400,-5.0,40,2.5,15.0,1122.53,0,5.5,3,0,2,0
3545,27.0,89,8.0,85.0,1018.88,5,9.0,3,1,0,3
3774,24.0,78,12.5,103.0,1004.42,2,4.5,2,0,1,0
5461,13.0,55,6.5,30.0,1014.21,3,9.0,3,3,1,0
9105,36.0,85,15.0,88.0,1002.75,8,1.0,2,0,0,1
4665,10.0,83,7.5,69.0,1005.71,3,2.0,3,1,2,1
8904,48.0,104,6.5,108.0,1004.12,0,9.5,3,3,2,0
5849,12.0,57,1.5,41.0,1010.8,2,5.5,3,0,1,0
1636,4.0,66,3.5,95.0,994.68,0,4.5,2,3,2,2
6541,3.0,75,5.5,93.0,994.31,0,2.0,2,3,1,2
9983,34.0,74,8.5,21.0,1016.79,2,7.5,3,3,0,0
12289,39.0,65,0.5,7.0,1012.53,7,9.5,3,1,0,3
1121,-20.0,64,11.5,78.0,1007.36,14,16.5,3,2,1,2
6972,41.0,50,10.0,1.0,1018.16,11,6.0,0,0,2,3
8196,0.0,74,12.0,89.0,990.36,1,1.5,2,3,2,2
13194,29.0,62,13.0,17.0,1002.81,2,5.0,2,1,0,0
9435,20.0,74,5.0,15.0,1005.22,1,7.5,3,0,1,0
3930,31.0,67,8.0,92.0,990.35,0,1.5,3,1,1,1
638,13.0,73,3.0,33.0,1013.57,2,5.5,3,1,1,0
270,-4.0,69,14.5,56.0,994.53,1,3.0,2,3,2,2
7574,10.0,74,2.0,27.0,1008.1,3,8.0,2,0,0,0
1226,4.0,89,10.5,89.0,981.38,6,0.5,2,3,1,2
4118,42.0,38,0.5,18.0,1024.63,10,6.5,0,2,0,3
8555,2.0,76,5.5,52.0,994.97,0,2.5,3,3,1,2
5567,23.0,22,0.5,12.0,1027.46,7,6.5,3,3,1,3
11917,22.0,67,8.5,31.0,1014.55,2,8.0,2,3,2,0
11859,-7.0,44,1.5,79.0,1030.89,14,3.5,2,2,2,1
12465,18.0,56,0.0,18.0,1005.55,3,8.0,2,1,2,0
12647,0.0,74,3.5,88.0,995.75,1,2.0,2,3,2,2
7011,27.0,76,2.0,41.0,1015.92,2,5.5,2,1,2,0
2514,54.0,84,10.0,93.0,1000.81,8,1.0,2,3,2,1
9237,35.0,53,4.0,17.0,1015.11,7,7.5,0,3,2,3
9549,32.0,79,1.5,36.0,1011.24,2,8.0,3,1,1,0
9731,-16.0,88,15.0,70.0,996.61,6,2.0,2,3,1,2
5678,32.0,65,1.5,17.0,1007.14,3,6.0,3,1,0,0
5971,18.0,74,11.0,27.0,1012.42,2,8.5,3,3,2,0
7979,99.0,108,13.0,105.0,1016.03,13,4.5,0,1,0,3
5202,-6.0,30,6.0,50.0,1026.11,6,2.0,1,2,2,1
12837,-4.0,62,3.5,14.0,1049.2,9,14.0,3,1,1,0
6807,23.0,67,13.0,15.0,1013.31,2,9.0,2,0,0,0
1859,-4.0,76,19.5,97.0,986.84,1,2.5,2,3,2,2
6921,34.0,78,1.0,25.0,1018.06,2,7.5,3,1,1,0
5783,23.0,70,14.0,32.0,1010.31,4,5.5,2,1,2,0
3111,-6.0,99,2.5,83.0,985.79,1,3.0,3,3,2,2
11180,33.0,82,17.5,90.0,999.78,1,4.0,2,3,0,1
3186,27.0,88,16.0,83.0,1000.97,5,8.0,2,2,0,0
10901,19.0,78,11.5,74.0,1012.92,1,4.0,3,0,0,1
10687,33.0,58,3.5,14.0,1028.32,5,9.0,0,2,1,3
10160,34.0,61,2.0,45.0,1010.29,3,6.5,2,3,0,0
4201,36.0,29,4.0,12.0,1017.28,7,7.0,0,3,0,3
6042,11.0,68,9.0,52.0,990.06,0,1.5,2,1,1,1
11524,18.0,89,10.5,97.0,991.64,2,3.5,3,3,2,1
9614,-8.0,80,1.0,99.0,985.05,7,1.0,2,3,1,2
13053,14.0,60,12.0,83.0,1005.3,3,3.5,2,0,1,1
3714,4.0,73,0.0,88.0,992.33,1,3.0,2,3,1,2
5744,-2.0,64,2.0,68.0,990.02,0,4.0,2,3,2,2
3758,28.0,53,11.0,11.0,1018.35,2,5.0,2,2,1,0
7119,23.0,31,8.5,88.0,1138.72,2,6.5,3,1,2,1
1425,14.0,76,4.0,47.0,1017.23,1,7.5,2,2,2,0
170,33.0,88,19.0,98.0,998.8,2,3.0,2,0,2,1
1018,48.0,91,32.0,85.0,1008.97,2,2.5,2,0,1,1
12347,28.0,75,13.5,21.0,1010.05,1,5.0,3,3,2,0
3983,11.0,52,2.5,21.0,1014.62,4,5.5,3,3,0,0
7653,25.0,45,2.5,3.0,1014.21,9,6.0,0,2,1,3
1223,42.0,21,7.0,14.0,1015.04,9,6.0,0,2,1,3
9916,-8.0,61,18.5,79.0,987.44,0,1.5,2,3,2,2
1073,19.0,75,13.5,10.0,1008.41,1,7.5,2,2,0,0
4816,40.0,46,1.5,0.0,1016.23,10,8.5,3,3,2,3
1017,21.0,80,13.5,59.0,998.35,0,4.5,2,1,0,1
7927,10.0,61,10.0,37.0,1010.57,4,8.0,3,3,0,0
3826,4.0,99,11.5,84.0,984.51,0,1.5,2,3,1,2
3686,-1.0,70,5.0,50.0,985.2,0,4.0,3,3,2,2
4863,44.0,29,8.0,0.0,1015.79,11,6.5,0,2,0,3
7823,-2.0,95,1.5,69.0,995.9,1,5.0,3,3,2,2
12022,18.0,76,1.0,38.0,1016.39,3,5.0,2,0,2,0
11269,10.0,68,8.5,28.0,1013.42,4,6.0,2,0,2,0
8878,15.0,68,11.5,74.0,1010.35,3,4.0,3,1,0,1
5674,11.0,50,8.0,22.0,1013.91,3,6.0,2,1,2,0
3446,41.0,22,0.5,10.0,1016.47,5,7.5,0,3,0,3
4977,23.0,62,8.5,3.0,1029.62,5,8.0,3,2,2,3
4739,-5.0,66,18.5,92.0,980.05,0,3.0,2,3,1,2
12525,30.0,33,8.5,16.0,1010.6,11,8.0,0,0,2,3
1861,-11.0,107,15.5,96.0,990.58,12,1.5,2,3,1,2
9138,26.0,87,16.0,95.0,990.11,2,3.5,2,2,0,1
6311,25.0,79,11.5,29.0,1015.62,1,5.0,3,2,1,0
1049,30.0,82,12.0,68.0,1000.06,1,3.5,2,1,1,1
8035,29.0,35,7.5,7.0,1011.77,7,9.5,0,1,1,3
3870,28.0,50,1.5,13.0,1017.92,7,7.0,0,1,2,3
5628,33.0,36,2.0,4.0,1017.25,10,9.5,0,3,1,3
4240,3.0,62,7.0,58.0,991.27,0,1.5,2,3,1,2
7230,27.0,52,9.0,18.0,1000.71,4,6.0,3,2,0,0
1489,15.0,79,7.5,39.0,1018.48,1,9.0,2,3,0,0
12646,-3.0,91,6.0,62.0,999.21,0,3.5,2,3,1,2
1791,1.0,88,2.5,70.0,998.54,1,2.0,2,3,2,2
10205,11.0,82,6.5,55.0,1010.42,0,3.0,2,1,1,1
6329,-4.0,83,37.5,72.0,991.22,3,1.0,3,3,1,2
9437,31.0,83,9.5,87.0,1016.22,12,4.5,3,2,1,0
8725,19.0,58,11.0,39.0,1015.25,2,6.0,2,3,2,0
7268,14.0,71,5.5,32.0,1011.82,1,6.0,3,3,1,0
12962,20.0,47,9.5,6.0,1011.52,10,9.0,3,1,1,3
8869,64.0,104,3.0,103.0,1024.08,4,3.5,0,1,0,3
2904,-1.0,94,16.5,69.0,983.73,0,4.5,2,3,2,2
11759,-3.0,89,16.0,83.0,991.08,0,2.0,2,3,2,2
5245,26.0,34,3.5,16.0,1029.03,11,9.0,3,3,0,3
4817,-7.0,96,4.0,65.0,996.71,1,2.0,2,3,2,2
4531,24.0,39,2.0,10.0,1013.21,10,8.5,0,1,0,3
5880,0.0,70,14.0,54.0,993.32,1,4.5,2,3,1,2
1671,18.0,53,8.5,68.0,919.56,4,6.5,2,2,2,3
4420,37.0,48,2.0,16.0,1023.7,10,5.5,3,1,0,3
11031,23.0,46,0.5,1.0,1022.77,7,5.0,0,2,0,3
6062,-6.0,32,9.5,35.0,950.17,0,14.0,1,3,0,3
7417,-1.0,79,8.5,61.0,998.19,0,2.5,3,3,1,2
3404,41.0,35,13.0,70.0,852.68,7,15.0,3,3,1,3
10543,29.0,48,5.5,13.0,1020.36,9,6.5,0,1,2,3
2101,33.0,65,10.0,48.0,1001.11,4,7.0,3,0,2,0
3451,43.0,52,10.0,43.0,975.05,7,18.5,1,2,0,1
11944,38.0,59,1.5,11.0,1027.77,5,7.5,3,2,2,3
4387,23.0,67,10.5,36.0,1006.23,3,8.5,3,2,1,0
1199,-16.0,25,12.0,92.0,846.18,6,13.5,1,3,2,1
11327,27.0,41,4.5,61.0,854.93,8,10.5,3,2,0,1
3525,34.0,79,1.5,34.0,1008.11,1,8.5,2,3,0,0
3689,63.0,76,7.0,82.0,1019.46,13,1.5,2,2,1,0
4484,21.0,85,8.0,87.0,998.15,3,2.0,2,3,2,1
1427,35.0,63,6.0,10.0,1015.73,5,8.0,0,1,1,3
11171,40.0,56,9.0,16.0,1015.88,5,9.0,0,3,0,3
4633,29.0,79,42.0,89.0,1005.36,1,3.5,2,3,1,1
6829,28.0,54,1.0,41.0,1014.57,1,6.0,3,3,0,0
5413,27.0,37,7.5,7.0,1028.46,10,7.0,0,2,0,3
2313,20.0,66,7.0,24.0,1000.57,4,5.5,3,3,2,0
1098,20.0,72,8.0,43.0,1016.74,3,8.5,2,2,0,0
7969,41.0,24,5.5,10.0,1010.64,10,10.0,3,2,0,3
5201,11.0,36,12.0,73.0,1038.85,9,15.0,1,0,0,1
11441,3.0,78,16.0,60.0,999.94,1,3.0,2,3,2,2
8234,-4.0,85,8.0,73.0,994.57,1,4.0,2,3,1,2
137,46.0,94,4.0,90.0,1022.88,10,12.5,0,1,2,3
498,28.0,67,2.5,28.0,1045.99,8,3.0,3,2,0,0
6757,28.0,96,15.5,71.0,1008.96,2,1.0,3,3,0,1
2407,16.0,57,1.5,27.0,1009.43,4,7.0,2,1,2,0
2610,-7.0,91,3.0,53.0,986.24,1,1.0,2,3,2,2
2927,-2.0,87,4.0,87.0,998.4,1,3.0,2,3,2,2
2819,43.0,24,10.0,16.0,1027.72,5,8.5,0,2,2,3
4281,52.0,76,21.0,89.0,1019.17,14,9.0,2,1,2,0
10413,26.0,66,0.5,17.0,1010.85,10,8.5,0,1,0,3
4457,40.0,62,7.0,3.0,1012.75,7,6.0,3,0,1,3
8567,9.0,69,13.0,11.0,1078.54,0,1.0,1,3,2,3
2542,24.0,73,7.5,104.0,1016.74,7,9.0,0,1,1,3
5943,12.0,84,10.0,82.0,1004.16,3,3.5,2,0,1,1
8745,33.0,46,4.5,19.0,1021.84,9,8.0,0,1,1,3
7090,37.0,60,10.5,57.0,1037.02,7,16.5,1,2,2,1
8054,32.0,66,2.0,19.0,1012.71,2,8.0,3,2,0,0
6631,37.0,25,6.5,14.0,1019.93,5,6.5,0,3,2,3
9379,46.0,92,5.5,93.0,1011.82,14,5.0,3,3,0,3
5197,25.0,104,8.0,98.0,1007.38,13,6.0,2,3,1,1
4098,-5.0,74,9.5,64.0,998.39,0,2.0,2,3,2,2
4363,-10.0,67,15.0,92.0,983.74,0,4.0,3,3,2,2
9669,44.0,38,4.0,19.0,1013.5,11,8.0,0,2,0,3
971,36.0,57,4.5,11.0,1015.75,7,6.0,3,1,2,3
4773,44.0,86,2.5,102.0,1029.07,2,7.0,3,1,0,3
7657,-7.0,91,5.0,63.0,995.44,1,2.5,2,3,2,2
1164,12.0,96,5.5,84.0,1010.32,3,4.5,2,0,0,1
10023,33.0,99,18.0,83.0,1016.95,3,3.0,3,3,0,1
5875,97.0,91,18.5,106.0,1016.87,1,7.0,0,2,0,3
8923,4.0,84,0.0,79.0,984.89,0,1.0,2,3,1,2
3416,37.0,109,21.0,94.0,994.49,11,3.5,3,1,2,1
10318,19.0,77,14.5,91.0,994.14,0,2.0,3,1,0,1
2963,17.0,95,43.5,86.0,1001.17,4,0.5,3,3,2,1
3973,-6.0,72,11.5,57.0,981.1,1,1.5,3,3,1,2
1545,35.0,65,9.5,12.0,1018.19,7,5.5,3,0,0,3
12828,43.0,43,7.5,14.0,1018.7,5,9.5,0,2,0,3
942,2.0,75,9.0,103.0,994.71,5,0.5,2,3,1,2
4478,38.0,28,1.0,5.0,1021.94,5,9.0,0,1,0,3
3434,38.0,68,8.5,16.0,1013.57,5,5.5,0,1,2,3
12592,27.0,84,15.5,53.0,1019.1,0,3.5,2,1,0,1
8444,20.0,86,6.0,80.0,1002.04,1,1.5,2,1,2,1
5543,44.0,38,8.0,2.0,1026.88,8,10.0,3,1,1,3
8651,-7.0,90,1.0,83.0,982.11,0,4.0,2,3,2,2
8352,14.0,61,15.5,51.0,991.91,1,4.5,3,1,0,1
5935,16.0,80,16.0,87.0,998.77,1,4.0,3,1,1,1
8950,31.0,76,14.0,20.0,1010.76,3,7.5,2,0,0,0
12873,17.0,54,0.5,47.0,1008.64,2,8.0,3,3,1,0
37,2.0,105,19.0,109.0,991.68,7,3.5,2,3,2,2
7721,23.0,54,12.0,14.0,1005.89,3,6.5,3,2,1,0
3628,26.0,94,12.5,66.0,994.06,0,4.5,2,1,2,1
2734,28.0,54,9.5,1.0,1024.68,8,9.0,0,3,2,3
3322,-11.0,24,8.0,19.0,851.63,8,9.5,1,3,0,1
10081,25.0,56,6.5,4.0,1013.62,7,9.5,0,3,1,3
953,16.0,61,13.0,80.0,995.72,3,5.0,2,3,0,1
4674,39.0,60,3.0,19.0,1010.93,8,6.0,0,2,0,3
13082,35.0,23,7.0,5.0,1025.93,10,5.0,0,3,1,3
5968,-9.0,71,8.0,71.0,980.85,0,1.5,2,3,1,2
7997,19.0,73,12.0,33.0,1002.0,2,6.5,3,3,2,0
7492,21.0,81,13.5,91.0,993.17,1,2.5,2,0,2,1
6458,25.0,79,7.0,63.0,996.44,2,4.0,2,1,0,1
2081,16.0,66,11.0,29.0,1012.36,4,6.5,2,3,2,0
1674,-1.0,79,20.0,70.0,997.21,1,4.5,2,3,2,2
11258,10.0,62,6.0,45.0,1013.86,2,5.5,3,0,2,0
8602,58.0,72,26.5,108.0,1013.59,5,5.5,3,1,2,0
6290,-8.0,71,4.5,78.0,993.38,1,3.5,2,3,1,2
6916,38.0,63,2.5,68.0,1124.74,12,5.5,1,1,0,0
6624,14.0,78,0.5,15.0,1001.76,2,6.0,3,0,0,0
2865,24.0,84,14.5,55.0,1000.69,3,1.5,3,3,2,1
15,10.0,50,6.5,46.0,1000.44,2,8.5,3,2,2,0
8394,17.0,67,5.5,38.0,1013.81,3,8.5,2,2,0,0
4557,20.0,96,12.0,82.0,1015.13,0,4.0,2,3,0,1
7401,28.0,77,15.0,50.0,1014.51,1,2.0,2,2,1,1
12120,-4.0,71,9.5,62.0,990.38,1,4.0,2,3,2,2
12246,1.0,81,9.5,96.0,986.14,1,2.5,2,3,2,2
8961,24.0,63,12.5,15.0,1015.45,4,7.5,3,1,0,0
9721,1.0,92,3.0,93.0,982.11,0,3.0,3,3,1,2
10222,-1.0,44,10.5,91.0,1090.45,1,20.0,2,2,1,2
4912,25.0,76,13.5,92.0,997.21,1,4.0,2,3,0,1
10487,14.0,76,9.5,75.0,1009.77,1,3.0,2,2,0,1
11340,36.0,60,7.5,6.0,1029.37,9,8.5,0,2,0,3
11865,-1.0,72,0.0,54.0,984.01,0,3.5,3,3,2,2
6568,-9.0,87,7.5,56.0,997.69,1,2.0,2,3,1,2
9631,23.0,64,1.0,5.0,1013.38,6,7.5,0,0,0,3
4634,25.0,59,1.5,12.0,1022.64,9,7.5,3,0,2,3
6385,-9.0,89,3.5,94.0,986.09,1,2.5,2,3,1,2
13166,26.0,57,2.5,34.0,1014.82,3,5.5,2,3,2,0
12939,14.0,76,7.0,25.0,1131.48,7,8.0,2,2,1,3
4958,17.0,76,18.0,69.0,1002.89,2,2.5,2,0,2,1
4398,23.0,94,17.0,79.0,1008.79,13,9.5,3,0,1,0
7261,15.0,91,19.5,93.0,999.17,2,2.0,2,1,2,1
1312,26.0,61,19.5,78.0,1001.66,3,4.5,3,3,1,1
219,-7.0,82,7.5,57.0,985.06,0,2.5,2,3,2,2
9805,19.0,71,7.5,22.0,1018.4,2,6.5,3,0,2,0
5813,-9.0,37,12.0,75.0,1148.35,4,6.5,1,3,1,3
6467,15.0,51,13.0,34.0,1018.72,2,8.0,2,2,0,0
7699,20.0,54,2.5,9.0,1016.32,5,9.0,3,2,0,3
11466,-3.0,90,8.0,89.0,998.93,1,2.5,2,3,1,2
1075,23.0,78,17.5,54.0,990.24,2,4.0,2,2,2,1
5607,30.0,34,9.5,12.0,1018.43,9,9.5,0,1,1,3
5221,4.0,72,16.5,60.0,987.84,1,4.0,2,3,2,2
9726,19.0,73,16.5,80.0,1014.17,6,5.5,2,3,2,0
4542,29.0,54,8.5,88.0,806.76,3,13.5,1,1,2,0
4388,14.0,97,18.5,91.0,995.43,3,2.5,2,3,1,1
2812,16.0,109,39.0,87.0,1011.38,11,2.0,3,1,1,1
12802,13.0,75,19.5,87.0,1017.46,12,5.5,3,2,2,1
11325,0.0,87,13.5,81.0,993.35,5,2.5,2,3,1,2
4796,-4.0,76,16.5,78.0,986.97,0,2.5,3,3,1,2
1721,20.0,22,8.0,17.0,1025.34,11,5.5,0,0,0,3
3889,22.0,32,9.0,10.0,1010.66,5,6.5,0,0,1,3
8019,42.0,45,7.0,17.0,1011.0,8,5.5,0,2,0,3
3385,10.0,90,6.0,54.0,994.68,0,3.0,2,2,1,1
11967,34.0,66,16.0,96.0,993.05,1,4.0,3,1,0,1
4182,-1.0,85,11.0,86.0,999.09,0,2.0,2,3,2,2
4755,11.0,79,16.5,101.0,990.82,11,0.5,3,1,0,1
3842,-6.0,24,4.5,85.0,847.34,3,9.5,2,0,2,0
2604,33.0,85,7.0,90.0,1018.08,1,2.5,2,1,2,1
3682,8.0,71,24.5,74.0,1004.73,6,7.5,3,0,2,0
8554,28.0,67,0.5,17.0,1026.75,9,9.0,0,2,2,3
6672,22.0,65,5.5,30.0,1009.09,1,7.5,2,2,2,0
10061,-1.0,61,6.5,67.0,988.82,0,3.0,2,3,2,2
3165,34.0,77,11.5,75.0,1003.73,1,5.0,2,1,1,1
10939,-8.0,67,5.0,92.0,988.19,1,1.5,2,3,2,2
7616,41.0,98,1.0,87.0,1010.36,10,12.0,0,1,1,3
7300,23.0,24,1.0,5.0,1020.31,8,9.5,0,3,2,3
8155,26.0,46,3.0,5.0,1027.59,7,7.5,0,0,0,3
1257,16.0,97,12.0,89.0,1002.71,2,3.0,3,0,1,1
10430,24.0,78,18.5,54.0,1009.18,0,1.5,2,1,0,1
9989,11.0,66,12.5,28.0,1146.89,1,2.5,3,0,1,2
9010,23.0,79,9.0,40.0,1006.52,3,6.0,3,1,2,0
10574,0.0,89,6.5,98.0,996.48,6,3.0,2,3,1,2
11488,29.0,74,15.5,50.0,997.11,0,4.0,2,0,0,1
9499,26.0,95,23.5,81.0,1005.28,8,7.5,3,3,0,0
9717,26.0,67,11.0,74.0,993.37,1,1.5,2,1,1,1
109,38.0,75,0.5,79.0,1057.69,0,10.0,2,2,1,1
7781,20.0,61,4.5,39.0,1008.47,3,7.5,3,1,2,0
390,18.0,94,2.5,109.0,1018.62,11,6.0,3,2,0,0
6275,33.0,68,7.5,94.0,996.65,1,3.0,2,2,0,1
2503,34.0,38,6.5,6.0,1023.54,9,10.0,3,2,2,3
11091,29.0,22,9.5,25.0,875.03,7,14.0,3,1,2,0
10162,47.0,23,1.5,89.0,895.35,9,17.5,3,2,1,2
6263,-7.0,91,7.5,84.0,980.7,0,2.0,2,3,2,2
8481,21.0,76,9.5,62.0,1013.0,2,3.0,2,1,0,1
6655,20.0,80,14.0,81.0,1012.53,6,2.5,2,1,0,0
6741,34.0,73,4.5,92.0,1011.87,14,1.0,0,2,1,3
561,-10.0,76,17.0,51.0,988.06,1,2.0,2,3,2,2
1847,41.0,27,13.0,57.0,960.63,5,16.0,2,0,2,1
8091,-6.0,78,2.5,85.0,961.22,0,19.5,2,1,2,3
13038,30.0,71,14.5,20.0,1014.07,4,5.5,3,1,2,0
10832,4.0,64,2.5,70.0,997.74,1,3.0,2,3,2,2
9155,21.0,97,5.5,50.0,998.55,2,5.0,2,2,0,1
371,-7.0,85,2.0,99.0,993.79,0,2.5,3,3,1,2
6877,-3.0,67,5.5,98.0,992.87,1,2.5,2,3,1,2
4239,-3.0,65,6.0,52.0,992.2,0,3.0,2,3,2,2
7017,3.0,62,1.5,67.0,989.62,1,3.0,2,3,2,2
5655,3.0,63,17.0,68.0,997.09,1,3.5,2,3,2,2
5712,16.0,52,13.5,44.0,1002.97,3,7.0,3,0,0,0
6638,0.0,75,12.5,65.0,993.77,1,3.0,3,3,1,2
4137,28.0,59,9.5,0.0,1020.79,11,9.0,3,2,2,3
12143,31.0,56,7.5,28.0,1005.9,1,8.0,3,3,1,0
716,4.0,57,7.0,62.0,1045.58,9,13.5,3,3,1,0
430,10.0,44,7.5,28.0,933.43,13,3.5,3,1,2,3
881,91.0,106,2.5,92.0,1022.18,6,5.0,3,3,2,3
4059,2.0,94,8.0,95.0,998.23,0,4.5,3,3,1,2
5175,37.0,31,8.5,5.0,1019.25,9,10.0,0,0,2,3
4685,14.0,53,2.0,30.0,1012.15,1,8.5,3,0,1,0
9481,31.0,69,3.5,12.0,1003.66,1,7.0,3,0,0,0
9308,1.0,81,20.0,60.0,987.25,0,1.0,2,3,1,2
787,25.0,67,7.5,62.0,1008.04,3,2.0,2,0,2,1
5963,12.0,96,7.0,50.0,1010.03,0,3.5,3,2,2,1
7415,31.0,24,7.0,19.0,1019.73,8,5.0,3,1,2,3
9177,-1.0,93,9.0,87.0,988.03,0,1.5,2,3,2,2
12669,11.0,91,34.5,82.0,1007.44,7,1.5,2,3,2,1
5331,22.0,66,6.0,18.0,1021.38,7,8.5,0,3,2,3
4720,24.0,74,13.5,80.0,1008.82,0,1.0,2,0,2,1
9341,35.0,64,3.5,5.0,1019.68,7,7.5,0,2,1,3
7476,28.0,79,21.0,83.0,990.08,12,1.5,3,1,0,1
6416,20.0,71,7.0,93.0,1016.56,1,3.5,3,3,2,1
2231,57.0,108,10.5,87.0,1010.41,3,3.0,0,2,1,3
5862,23.0,62,7.0,44.0,1005.05,4,8.5,2,2,1,0
11584,11.0,88,15.5,89.0,995.55,1,3.5,2,2,2,1
3289,43.0,71,12.0,81.0,807.13,10,3.5,1,3,0,3
2866,20.0,57,11.5,29.0,1014.14,1,7.5,2,1,0,0
13066,5.0,102,31.0,108.0,1005.89,10,2.0,3,2,1,1
12167,10.0,75,11.0,12.0,1003.21,1,6.5,3,2,2,0
1328,17.0,66,15.5,95.0,1014.99,2,2.5,2,0,0,1
9557,33.0,71,4.0,12.0,1004.19,2,5.5,3,3,2,0
4914,-2.0,87,3.5,90.0,997.87,0,2.5,2,3,2,2
7278,-6.0,82,1.0,71.0,996.88,1,2.5,2,3,2,2
12749,67.0,90,21.0,95.0,1013.26,12,10.0,0,2,0,3
8349,10.0,97,5.5,92.0,995.44,3,1.5,3,1,0,1
994,1.0,88,1.0,85.0,986.06,0,2.0,2,3,1,2
3314,15.0,60,13.5,61.0,1006.08,3,2.5,2,1,2,1
185,21.0,64,19.0,96.0,1006.43,0,4.5,3,3,0,1
1737,14.0,96,13.5,54.0,1017.92,3,5.0,2,1,0,1
10694,31.0,40,4.0,9.0,1015.55,11,9.5,3,3,1,3
5941,20.0,40,10.0,11.0,1028.64,9,10.0,0,1,1,3
10774,22.0,24,4.0,8.0,1018.69,10,6.0,0,2,1,3
250,28.0,86,9.5,52.0,1005.41,3,3.0,2,0,0,1
4888,-8.0,86,17.5,87.0,997.36,1,3.5,2,3,1,2
13143,-7.0,70,1.5,72.0,989.3,1,2.0,2,3,2,2
7464,2.0,85,16.5,91.0,993.6,1,3.0,2,3,2,2
8616,24.0,68,1.5,11.0,1017.39,2,6.5,3,1,1,0
12839,-12.0,85,14.0,93.0,991.93,14,1.5,2,3,2,2
9739,32.0,69,1.0,9.0,1017.18,8,7.0,3,0,2,3
2601,20.0,72,14.0,37.0,1013.21,4,7.0,3,3,2,0
12752,90.0,83,15.0,98.0,1028.13,2,10.0,0,2,1,3
7487,29.0,23,2.0,14.0,1010.04,5,9.0,3,1,1,3
11041,32.0,57,14.0,21.0,1007.21,2,7.5,3,1,1,0
2110,-4.0,90,8.0,92.0,997.91,1,4.0,2,3,1,2
5101,38.0,23,0.5,9.0,1010.87,10,7.5,0,2,1,3
8666,1.0,65,3.0,96.0,982.07,0,1.5,2,3,2,2
1597,-8.0,75,9.5,56.0,998.57,0,5.0,3,3,1,2
700,28.0,63,5.0,2.0,1010.5,10,7.5,0,3,0,3
6604,-4.0,79,14.5,83.0,985.67,1,2.0,3,3,1,2
12038,18.0,60,3.5,16.0,1000.61,3,8.5,3,0,1,0
12880,25.0,35,6.0,29.0,961.17,11,7.0,2,0,2,3
12738,18.0,53,3.5,35.0,1013.46,2,5.0,3,1,0,0
11717,19.0,83,0.0,97.0,1008.02,5,0.5,2,2,1,0
7481,-2.0,99,17.0,96.0,990.96,0,4.5,2,3,1,2
9642,2.0,63,20.0,54.0,987.7,0,5.0,2,3,1,2
11486,14.0,40,5.5,75.0,1152.93,0,17.0,1,0,0,1
690,44.0,64,9.0,15.0,1025.71,5,8.5,3,2,1,3
149,33.0,77,1.0,22.0,1018.78,4,8.5,3,3,2,0
13014,13.0,86,18.0,77.0,1014.28,2,4.5,2,0,0,1
10022,58.0,104,9.0,100.0,1022.24,7,5.5,0,3,1,3
1458,-1.0,72,13.0,74.0,986.98,1,1.0,2,3,2,2
9242,38.0,38,7.0,0.0,1017.61,11,8.5,0,0,0,3
12721,-17.0,36,11.0,71.0,1135.47,5,17.0,1,0,0,1
9897,-1.0,90,1.0,94.0,998.32,0,4.5,2,3,2,2
